non_occluded_path,occluded_path,emotion_class,dataset_source,split
RAFDB\RAF-DB\train\7_neutral\train_10408_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10408_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Donald_Rumsfeld_0081.jpg,LFW\M-LFW-FER-masks\train\neutral\Donald_Rumsfeld_0081_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\George_W_Bush_0251.jpg,LFW\M-LFW-FER-masks\train\neutral\George_W_Bush_0251_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4993.png,AffectNet\neutral\ffhq_4993.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_5531.png,AffectNet\neutral\ffhq_5531.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Stanley_McChrystal_0003.jpg,LFW\M-LFW-FER-masks\train\neutral\Stanley_McChrystal_0003_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_416.png,AffectNet\neutral\ffhq_416.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Roberto_Cercelletta_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Roberto_Cercelletta_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Richard_Gere_0010.jpg,LFW\M-LFW-FER-masks\train\neutral\Richard_Gere_0010_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Martin_ONeill_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Martin_ONeill_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Michael_J_Sheehan_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Michael_J_Sheehan_0002_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_2363.png,AffectNet\neutral\ffhq_2363.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Brian_Heidik_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Brian_Heidik_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Terry_Lynn_Barton_0001.jpg,LFW\M-LFW-FER-masks\eval\neutral\Terry_Lynn_Barton_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Arturo_Gatti_0003.jpg,LFW\M-LFW-FER-masks\train\neutral\Arturo_Gatti_0003_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Surakait_Sathirathai_0002.jpg,LFW\M-LFW-FER-masks\eval\neutral\Surakait_Sathirathai_0002_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Ashraf_Alasmar_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Ashraf_Alasmar_0001_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_09796_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09796_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Dexter_Jackson_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Dexter_Jackson_0002_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Hamid_Karzai_0009.jpg,LFW\M-LFW-FER-masks\train\neutral\Hamid_Karzai_0009_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Mike_OConnell_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Mike_OConnell_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Susan_Walvius_0001.jpg,LFW\M-LFW-FER-masks\eval\neutral\Susan_Walvius_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\John_Ashcroft_0048.jpg,LFW\M-LFW-FER-masks\train\neutral\John_Ashcroft_0048_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4107.png,AffectNet\neutral\ffhq_4107.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Pharrell_Williams_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Pharrell_Williams_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_3786.png,AffectNet\neutral\ffhq_3786.png,neutral,AffectNet,train
KDEF\KDEF_Sorted_Resized\neutral\AF07NES.jpg,KDEF\KDEF_Sorted_Occluded\neutral\img\AF07NES.jpg,neutral,KDEF,train
RAFDB\RAF-DB\train\7_neutral\train_10075_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10075_aligned.jpg,neutral,RAFDB,train
KDEF\KDEF_Sorted_Resized\neutral\AF24NEHR.jpg,KDEF\KDEF_Sorted_Occluded\neutral\img\AF24NEHR.jpg,neutral,KDEF,train
LFW\M-LFW-FER\train\neutral\Kofi_Annan_0030.jpg,LFW\M-LFW-FER-masks\train\neutral\Kofi_Annan_0030_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_10262_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10262_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Heath_Ledger_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Heath_Ledger_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_2291.png,AffectNet\neutral\ffhq_2291.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Garry_Kasparov_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Garry_Kasparov_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Vinnie_Jones_0001.jpg,LFW\M-LFW-FER-masks\eval\neutral\Vinnie_Jones_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_3038.png,AffectNet\neutral\ffhq_3038.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Colin_Powell_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Colin_Powell_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Mike_Brey_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Mike_Brey_0001_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_10108_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10108_aligned.jpg,neutral,RAFDB,train
RAFDB\RAF-DB\train\7_neutral\train_10022_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10022_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Marie-Reine_Le_Gougne_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Marie-Reine_Le_Gougne_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_1640.png,AffectNet\neutral\ffhq_1640.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_5545.png,AffectNet\neutral\ffhq_5545.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Bernard_Law_0004.jpg,LFW\M-LFW-FER-masks\train\neutral\Bernard_Law_0004_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_10432_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10432_aligned.jpg,neutral,RAFDB,train
AffectNet\neutral\ffhq_168.png,AffectNet\neutral\ffhq_168.png,neutral,AffectNet,train
RAFDB\RAF-DB\train\7_neutral\train_10367_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10367_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Mika_Hakkinen_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Mika_Hakkinen_0001_mask.png,neutral,LFW,train
KDEF\KDEF_Sorted_Resized\neutral\AM28NES.jpg,KDEF\KDEF_Sorted_Occluded\neutral\img\AM28NES.jpg,neutral,KDEF,train
AffectNet\neutral\ffhq_24.png,AffectNet\neutral\ffhq_24.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Jan_van_Breda_Kolff_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Jan_van_Breda_Kolff_0001_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_10357_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10357_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Catherine_Deneuve_0004.jpg,LFW\M-LFW-FER-masks\train\neutral\Catherine_Deneuve_0004_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Tom_Ridge_0032.jpg,LFW\M-LFW-FER-masks\eval\neutral\Tom_Ridge_0032_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_388.png,AffectNet\neutral\ffhq_388.png,neutral,AffectNet,train
RAFDB\RAF-DB\train\7_neutral\train_10097_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10097_aligned.jpg,neutral,RAFDB,train
AffectNet\neutral\ffhq_4251.png,AffectNet\neutral\ffhq_4251.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Mark_Schweiker_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Mark_Schweiker_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_5339.png,AffectNet\neutral\ffhq_5339.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Paul_Michael_Daniels_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Paul_Michael_Daniels_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Nicanor_Duarte_Frutos_0008.jpg,LFW\M-LFW-FER-masks\train\neutral\Nicanor_Duarte_Frutos_0008_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_09817_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09817_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Paul_Wolfowitz_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Paul_Wolfowitz_0002_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_09868_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09868_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Mike_Carona_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Mike_Carona_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\John_Norquist_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\John_Norquist_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_1354.png,AffectNet\neutral\ffhq_1354.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Scott_Fawell_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Scott_Fawell_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Molly_Sims_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Molly_Sims_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4838.png,AffectNet\neutral\ffhq_4838.png,neutral,AffectNet,train
LFW\M-LFW-FER\eval\neutral\Tony_Blair_0008.jpg,LFW\M-LFW-FER-masks\eval\neutral\Tony_Blair_0008_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_5542.png,AffectNet\neutral\ffhq_5542.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_5101.png,AffectNet\neutral\ffhq_5101.png,neutral,AffectNet,train
LFW\M-LFW-FER\eval\neutral\Terje_Roed-Larsen_0001.jpg,LFW\M-LFW-FER-masks\eval\neutral\Terje_Roed-Larsen_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_1093.png,AffectNet\neutral\ffhq_1093.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Michael_Bloomberg_0009.jpg,LFW\M-LFW-FER-masks\train\neutral\Michael_Bloomberg_0009_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4499.png,AffectNet\neutral\ffhq_4499.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_2943.png,AffectNet\neutral\ffhq_2943.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_2539.png,AffectNet\neutral\ffhq_2539.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Gerhard_Schroeder_0062.jpg,LFW\M-LFW-FER-masks\train\neutral\Gerhard_Schroeder_0062_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Aung_San_Suu_Kyi_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Aung_San_Suu_Kyi_0002_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4383.png,AffectNet\neutral\ffhq_4383.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Barbara_De_Brun_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Barbara_De_Brun_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Renato_Soru_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Renato_Soru_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_1212.png,AffectNet\neutral\ffhq_1212.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Jason_Kidd_0004.jpg,LFW\M-LFW-FER-masks\train\neutral\Jason_Kidd_0004_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Steve_Lavin_0006.jpg,LFW\M-LFW-FER-masks\train\neutral\Steve_Lavin_0006_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Ariel_Sharon_0006.jpg,LFW\M-LFW-FER-masks\train\neutral\Ariel_Sharon_0006_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Lindsey_Graham_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Lindsey_Graham_0002_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_1412.png,AffectNet\neutral\ffhq_1412.png,neutral,AffectNet,train
LFW\M-LFW-FER\eval\neutral\Tori_Amos_0001.jpg,LFW\M-LFW-FER-masks\eval\neutral\Tori_Amos_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_1221.png,AffectNet\neutral\ffhq_1221.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Jacky_Cheung_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Jacky_Cheung_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Taha_Yassin_Ramadan_0004.jpg,LFW\M-LFW-FER-masks\eval\neutral\Taha_Yassin_Ramadan_0004_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Hugo_Chavez_0024.jpg,LFW\M-LFW-FER-masks\train\neutral\Hugo_Chavez_0024_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Desiree_Lemosi_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Desiree_Lemosi_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Vladimir_Ustinov_0001.jpg,LFW\M-LFW-FER-masks\eval\neutral\Vladimir_Ustinov_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Parthiv_Patel_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Parthiv_Patel_0001_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_09786_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09786_aligned.jpg,neutral,RAFDB,train
AffectNet\neutral\ffhq_1691.png,AffectNet\neutral\ffhq_1691.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Gregory_Geoffroy_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Gregory_Geoffroy_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Alvaro_Uribe_0009.jpg,LFW\M-LFW-FER-masks\train\neutral\Alvaro_Uribe_0009_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Dennis_Oswald_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Dennis_Oswald_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Patrick_Leahy_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Patrick_Leahy_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Kurt_Busch_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Kurt_Busch_0002_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\George_W_Bush_0285.jpg,LFW\M-LFW-FER-masks\train\neutral\George_W_Bush_0285_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Stipe_Mesic_0001.jpg,LFW\M-LFW-FER-masks\eval\neutral\Stipe_Mesic_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Chris_Thomas_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Chris_Thomas_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_1414.png,AffectNet\neutral\ffhq_1414.png,neutral,AffectNet,train
RAFDB\RAF-DB\train\7_neutral\train_09824_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09824_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Jim_Hahn_0004.jpg,LFW\M-LFW-FER-masks\train\neutral\Jim_Hahn_0004_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_09967_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09967_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Mikhail_Kasyanov_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Mikhail_Kasyanov_0002_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Valery_Giscard_dEstaing_0005.jpg,LFW\M-LFW-FER-masks\eval\neutral\Valery_Giscard_dEstaing_0005_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Edwin_Edwards_0003.jpg,LFW\M-LFW-FER-masks\train\neutral\Edwin_Edwards_0003_mask.png,neutral,LFW,train
KDEF\KDEF_Sorted_Resized\neutral\BF03NES.jpg,KDEF\KDEF_Sorted_Occluded\neutral\img\BF03NES.jpg,neutral,KDEF,train
LFW\M-LFW-FER\train\neutral\Martin_McGuinness_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Martin_McGuinness_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_69.png,AffectNet\neutral\ffhq_69.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_2481.png,AffectNet\neutral\ffhq_2481.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\David_Wolf_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\David_Wolf_0001_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_10156_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10156_aligned.jpg,neutral,RAFDB,train
RAFDB\RAF-DB\train\7_neutral\train_09793_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09793_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Justin_Marshall_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Justin_Marshall_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Charles_Pouty_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Charles_Pouty_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Mohammad_Aktar_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Mohammad_Aktar_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Robert_DeFraites_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Robert_DeFraites_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Paul_Gascoigne_0003.jpg,LFW\M-LFW-FER-masks\train\neutral\Paul_Gascoigne_0003_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Joan_Laporta_0007.jpg,LFW\M-LFW-FER-masks\train\neutral\Joan_Laporta_0007_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Silvio_Berlusconi_0014.jpg,LFW\M-LFW-FER-masks\train\neutral\Silvio_Berlusconi_0014_mask.png,neutral,LFW,train
KDEF\KDEF_Sorted_Resized\neutral\BF19NES.jpg,KDEF\KDEF_Sorted_Occluded\neutral\img\BF19NES.jpg,neutral,KDEF,train
LFW\M-LFW-FER\train\neutral\Brett_Perry_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Brett_Perry_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_2792.png,AffectNet\neutral\ffhq_2792.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_5241.png,AffectNet\neutral\ffhq_5241.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Jacques_Chirac_0003.jpg,LFW\M-LFW-FER-masks\train\neutral\Jacques_Chirac_0003_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Bob_Petrino_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Bob_Petrino_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Sebastien_Grosjean_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Sebastien_Grosjean_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Colin_Powell_0126.jpg,LFW\M-LFW-FER-masks\train\neutral\Colin_Powell_0126_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Lance_Armstrong_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Lance_Armstrong_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\James_Gandolfini_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\James_Gandolfini_0002_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Maggie_Smith_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Maggie_Smith_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Tony_Blair_0018.jpg,LFW\M-LFW-FER-masks\eval\neutral\Tony_Blair_0018_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Spencer_Abraham_0016.jpg,LFW\M-LFW-FER-masks\train\neutral\Spencer_Abraham_0016_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Mike_Myers_0005.jpg,LFW\M-LFW-FER-masks\train\neutral\Mike_Myers_0005_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_10381_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_10381_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Oscar_De_La_Hoya_0006.jpg,LFW\M-LFW-FER-masks\train\neutral\Oscar_De_La_Hoya_0006_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Martin_McGuinness_0003.jpg,LFW\M-LFW-FER-masks\train\neutral\Martin_McGuinness_0003_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4610.png,AffectNet\neutral\ffhq_4610.png,neutral,AffectNet,train
AffectNet\neutral\ffhq_4104.png,AffectNet\neutral\ffhq_4104.png,neutral,AffectNet,train
AffectNet\neutral\image0022731.jpg,AffectNet\neutral\image0022731.jpg,neutral,AffectNet,train
AffectNet\neutral\ffhq_1115.png,AffectNet\neutral\ffhq_1115.png,neutral,AffectNet,train
RAFDB\RAF-DB\train\7_neutral\train_09936_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09936_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Makiko_Tanaka_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Makiko_Tanaka_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\eval\neutral\Wolfgang_Schuessel_0002.jpg,LFW\M-LFW-FER-masks\eval\neutral\Wolfgang_Schuessel_0002_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_5626.png,AffectNet\neutral\ffhq_5626.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\David_Wells_0006.jpg,LFW\M-LFW-FER-masks\train\neutral\David_Wells_0006_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Sepp_Blatter_0004.jpg,LFW\M-LFW-FER-masks\train\neutral\Sepp_Blatter_0004_mask.png,neutral,LFW,train
RAFDB\RAF-DB\train\7_neutral\train_09937_aligned.png,RAFDB\RAF-DB_Occluded\train\7_neutral\hands\img\train_09937_aligned.jpg,neutral,RAFDB,train
LFW\M-LFW-FER\train\neutral\Armando_Calderon_Sol_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Armando_Calderon_Sol_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Jay_Leno_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Jay_Leno_0002_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4920.png,AffectNet\neutral\ffhq_4920.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Peter_Bacanovic_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Peter_Bacanovic_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_4488.png,AffectNet\neutral\ffhq_4488.png,neutral,AffectNet,train
LFW\M-LFW-FER\train\neutral\Michael_Chertoff_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Michael_Chertoff_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Michael_Caine_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Michael_Caine_0002_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\John_Howard_0004.jpg,LFW\M-LFW-FER-masks\train\neutral\John_Howard_0004_mask.png,neutral,LFW,train
KDEF\KDEF_Sorted_Resized\neutral\BF05NEHR.jpg,KDEF\KDEF_Sorted_Occluded\neutral\img\BF05NEHR.jpg,neutral,KDEF,train
LFW\M-LFW-FER\train\neutral\Abdullatif_Sener_0002.jpg,LFW\M-LFW-FER-masks\train\neutral\Abdullatif_Sener_0002_mask.png,neutral,LFW,train
KDEF\KDEF_Sorted_Resized\neutral\AM32NEHL.jpg,KDEF\KDEF_Sorted_Occluded\neutral\img\AM32NEHL.jpg,neutral,KDEF,train
LFW\M-LFW-FER\train\neutral\Mohammed_Dahlan_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Mohammed_Dahlan_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Mike_Martz_0006.jpg,LFW\M-LFW-FER-masks\train\neutral\Mike_Martz_0006_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Scott_Peterson_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Scott_Peterson_0001_mask.png,neutral,LFW,train
AffectNet\neutral\ffhq_2492.png,AffectNet\neutral\ffhq_2492.png,neutral,AffectNet,train
LFW\M-LFW-FER\eval\neutral\Tom_Ridge_0002.jpg,LFW\M-LFW-FER-masks\eval\neutral\Tom_Ridge_0002_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Malak_Habbak_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Malak_Habbak_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Gunter_Pleuger_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Gunter_Pleuger_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Colin_Powell_0046.jpg,LFW\M-LFW-FER-masks\train\neutral\Colin_Powell_0046_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Chris_Cornell_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Chris_Cornell_0001_mask.png,neutral,LFW,train
LFW\M-LFW-FER\train\neutral\Jamie_Martin_0001.jpg,LFW\M-LFW-FER-masks\train\neutral\Jamie_Martin_0001_mask.png,neutral,LFW,train
